id,rating_org
0,4.348606713122365
1,4.368170335037361
2,4.098760687795237
3,4.322344021021449
4,4.568825827448586
5,4.638081878917034
6,4.46760124709181
7,4.46659922340756
8,4.294024347431766
9,4.3384407824551845
10,4.417861970061232
11,4.300171710471682
12,4.199180494271044
13,4.230677633856817
14,4.376952556648547
15,4.356208721989754
16,4.341683098757776
17,4.402570508570668
18,4.372912101634133
19,4.301619583559913
20,4.210273683483729
21,4.4324139535629135
22,4.183790461472206
23,4.308689157633502
24,4.499635517698643
25,4.447621932129141
26,4.023806710874546
27,4.265883226047968
28,4.317112907501959
29,3.9925936289552917
30,4.518920363934698
31,4.281936733937076
32,4.445472408857495
33,4.198922452156105
34,4.382632054019854
35,4.221356729268593
36,4.483821167222651
37,4.231751217443927
38,4.0389270671722635
39,4.4347195466596085
40,4.375330307050255
41,4.326074854381549
42,4.461821305783629
43,4.3722007325327255
44,4.529151793302738
45,4.436850357311582
46,4.037618046125723
47,4.366835530029422
48,4.406321822593965
49,4.398705937887261
50,4.032509820473077
51,4.438946014507513
52,4.097009858748371
53,4.286485392080368
54,4.502483061945757
55,4.3508508781787825
56,4.35963205093552
57,4.21836972501752
58,4.081811045087342
59,4.13902831998051
60,4.432356836744887
61,4.251372694915127
62,4.14947870319324
63,4.030819874447225
64,4.254689785075763
65,4.274554819813201
66,4.413041310883455
67,4.206702380238231
68,4.413537912907902
69,4.232768243365169
70,4.340244774972248
71,4.326718509179589
72,4.491556387077808
73,4.461120903790893
74,4.286090451029291
75,4.296784655039907
76,4.484829153820957
77,4.351551525261476
78,4.147156839401261
79,4.482698299880508
80,4.129218043479017
81,4.321762373720077
82,4.222805375891316
83,4.271091928307177
84,4.443878873593174
85,4.459178457209391
86,4.42666939796915
87,4.2443500853239335
88,4.176168077531215
89,4.638081878917034
90,4.529151793302738
91,4.4696558769556285
92,4.451872934726643
93,4.360528340521999
94,4.515336728785606
95,4.366288706036456
96,4.395164850001474
97,4.3171655996033165
98,4.459280153865827
99,4.059200897299587
100,4.44028706224268
101,4.302534893496515
102,4.364040233908098
103,4.426388621222417
104,4.210658607765163
105,4.323680023900962
106,4.315690407734671
107,4.196649647969572
108,4.3508508781787825
109,4.415954539494149
110,4.287521045037606
111,4.311431506408178
112,4.458398183495553
113,4.363268760464784
114,4.2891777088708904
115,4.206702380238231
116,3.849284211580211
117,4.257553748051012
118,4.385046362821572
119,4.437531945107931
120,4.227899186424427
121,4.327293095845088
122,4.455839802023388
123,4.332892559225255
124,4.203754720170404
125,4.036032702676388
126,4.367046539641528
127,4.284841123874919
128,4.638081878917034
129,4.345573187473453
130,4.3372554721966745
131,3.834291197444563
132,4.496869011721566
133,4.2671285742264535
134,4.439099036354485
135,4.332560456781658
136,4.284841123874919
137,4.407823762051429
138,4.135978498098766
139,4.416281936423007
140,4.380163282101897
141,4.366193486327393
142,4.195361812675749
143,4.443243694175103
144,4.306102232211269
145,4.324607428761927
146,4.518920363934698
147,4.189176677242604
148,4.436565012538401
149,4.454031299601436
150,4.377815445941913
151,4.21034014722414
152,4.402915449540025
153,4.161976300275788
154,4.323549997091857
155,4.518920363934698
156,4.0377921900581155
157,4.165422891808877
158,4.298761117604308
159,4.4048673354247
160,4.384366293660052
161,4.366391396001669
162,4.364851624663382
163,4.342518369420431
164,4.15340596956411
165,4.273807329432533
166,4.260758549930796
167,4.2962701044252825
168,4.371951130972235
169,4.424809008375839
170,4.136030745361192
171,4.397465074490917
172,4.135526419238936
173,4.355500164780605
174,4.081811045087342
175,4.3809721913472535
176,4.415018373722288
177,4.337615425287952
178,4.384705494864392
179,4.356612056500953
180,4.277853542030296
181,4.260680872129335
182,4.293095615525907
183,4.340244774972248
184,4.554204596100425
185,4.270436500717937
186,4.444592886461199
187,4.280284630021898
188,4.283594469632571
189,4.391924499495977
190,4.316456297691149
191,4.389875621930514
192,4.427016861119431
193,4.4299656452158525
194,4.485273612420768
195,4.376555521519974
196,4.451547249904039
197,4.385255389163311
198,4.274554819813201
199,3.8428343701987395
200,4.362116356075966
201,4.3179507722490715
202,4.070869341930426
203,3.9972879111554183
204,4.492058733699453
205,4.049681339515568
206,4.242615539860068
207,4.282230462076321
208,4.188263510832535
209,4.049681339515568
210,4.1615467665043795
211,4.0713801027612435
212,4.257730813008246
213,4.3847253992228765
214,4.216583897641958
215,4.39011070398641
216,4.5110202883964075
217,4.571313295193545
218,4.252215245613312
219,4.458019732889617
220,4.348646035371064
221,4.135316143425802
222,4.690271160481672
223,4.300869040359898
224,4.358282930436811
225,4.347226629223478
226,3.958311941210234
227,4.174417974989694
228,4.162662383828945
229,4.350496941912234
230,4.485472830728202
231,4.571313295193545
232,4.355203347900671
233,4.004253031689455
234,4.3029746491905385
235,4.042203153940459
236,4.2344920126005645
237,4.154161544691284
238,4.324707359273266
239,4.435750427403332
240,4.4252516934610275
241,4.343934061276517
242,4.424809008375839
243,4.16796110962473
244,4.255587972320732
245,4.301619583559913
246,4.433809320311147
247,4.257077190822186
248,4.394662777737019
249,4.576284688293546
250,4.3714787642563815
251,4.107936315887623
252,4.291349851234654
253,4.518920363934698
254,4.568825827448586
255,4.229482413146641
256,4.251372694915127
257,4.214753920668583
258,4.345341373126333
259,4.265256566317053
260,4.037836771075922
261,4.411832838630423
262,4.399775017462949
263,4.460144626159653
264,4.356612056500953
265,4.518920363934698
266,4.379060823389979
267,4.070625554383628
268,4.314271658870981
269,4.518920363934698
270,4.42305714048365
271,4.4403306300878205
272,4.320737413815648
